,42,44,45,72,73
0,0.0,0.0,0.0,0.0,0.0
1,0.0689655171774,0.0689655171774,0.0689655256204,0.0645161290135,0.054054054057
2,0.0689652315246,0.0689652315246,0.0689503136549,0.064516056126,0.054054054057
3,0.0689588721833,0.0689588721833,0.0688387646396,0.0645139528431,0.0540540540557
4,0.0689236534404,0.0689236534404,0.06852816113,0.0645002620435,0.0540540539455
5,0.0688110966483,0.0688110966483,0.0679154769737,0.0644511865818,0.0540540515064
6,0.0685410703465,0.0685410703465,0.0669025062479,0.0643225074247,0.0540540251488
7,0.067998170274,0.067998170274,0.0654017874957,0.0640440652545,0.0540538439154
8,0.0670316658163,0.0670316658163,0.0633434223857,0.0635155669826,0.0540529297383
9,0.065461281199,0.065461281199,0.060682294229,0.0626050393827,0.0540492475782
10,0.0630917852279,0.0630917852279,0.0574048653301,0.0611520603755,0.0540367432929
11,0.0597392425756,0.0597392425756,0.0535345149016,0.0589786481667,0.0539996027322
12,0.0552700312967,0.0552700312967,0.049134306208,0.0559109026008,0.0539006055974
13,0.0496495583375,0.0496495583375,0.0443061972263,0.0518133770316,0.0536594792931
14,0.0429909113379,0.0429909113379,0.0391860672481,0.0466347510215,0.0531161987075
15,0.035586137084,0.035586137084,0.0339345095389,0.0404571188398,0.051976194351
16,0.0278986796989,0.0278986796989,0.0287240619779,0.0335330684873,0.0497468674999
17,0.0205007901788,0.0205007901788,0.0237242768224,0.0262884362728,0.0457139582228
